p,p_bell,p_single_ratio,p_idle_ratio,telegate_idle_depth,logical_error_rate,acceptance_ratio,discarded_runs,n_samples,logical_failures,avg_fidelity,z_error_pre_decoding_rate,x_error_pre_decoding_rate,depth_cx_layers,depth_telegate_layers,encoding_circ_gate_counts,total_single_qubit_count,total_two_qubit_count,total_telegate_count,num_meas
0.005893950326573491,0.0019944274186625747,0.01,0.1,25,0.010002200484106504,0.8390513276712881,19178,119156,[1000],0.9899977995158951,0.1853107683690412,0.11270479505491209,8,3,"[3, 6, 2]",3,8,3,1
0.006436830298235144,0.0019944274186625747,0.01,0.1,25,0.01154654411934508,0.8280840647887863,17980,104586,[1000],0.9884534558806594,0.20018243539708566,0.12280904325335427,8,3,"[3, 6, 2]",3,8,3,1
0.007029713857864377,0.0019944274186625747,0.01,0.1,25,0.012755590137377705,0.8166949673413686,17596,95993,[1000],0.9872444098626225,0.21831192520121945,0.13551538961950074,8,3,"[3, 6, 2]",3,8,3,1
0.00767720673589913,0.0019944274186625747,0.01,0.1,25,0.016754067049776333,0.8021260297536654,14724,74411,[1000],0.9832459329502181,0.23445641429457,0.14800542831772412,8,3,"[3, 6, 2]",3,8,3,1
0.008384338887392595,0.0019944274186625747,0.01,0.1,25,0.01966800409094485,0.7894295562525231,13562,64406,[1000],0.9803319959090591,0.24775784753363228,0.1600188812839273,8,3,"[3, 6, 2]",3,8,3,1
0.009156603566493744,0.0019944274186625747,0.01,0.1,25,0.023230422561386393,0.7698099036105795,12872,55919,[1000],0.9767695774386165,0.2736079169280089,0.17682997653727323,8,3,"[3, 6, 2]",3,8,3,1
0.010000000000000002,0.0019944274186625747,0.01,0.1,25,0.027089992956601833,0.7612389672523303,11578,48492,[1000],0.9729100070433988,0.2950642032833071,0.19499376930162,8,3,"[3, 6, 2]",3,8,3,1
0.0004999999999999999,0.002237628279441753,0.01,0.1,25,0.00014277439198505357,0.980568,4858,250000,[35],0.999857225608032,0.018185378270553394,0.00923954279560418,8,3,"[3, 6, 2]",3,8,3,1
0.0005460539995742772,0.002237628279441753,0.01,0.1,25,8.57671462819942e-5,0.979396,5151,250000,[21],0.9999142328537338,0.019706022895743906,0.009442554390665266,8,3,"[3, 6, 2]",3,8,3,1
0.0005963499409021295,0.002237628279441753,0.01,0.1,25,0.0001677378707109222,0.977716,5571,250000,[41],0.9998322621292963,0.02122497739629913,0.010763861898547226,8,3,"[3, 6, 2]",3,8,3,1
0.0006512785407509825,0.002237628279441753,0.01,0.1,25,0.00015990815531592112,0.97556,6110,250000,[39],0.9998400918446972,0.023490097994997745,0.012349829841321908,8,3,"[3, 6, 2]",3,8,3,1
0.0007112665040279459,0.002237628279441753,0.01,0.1,25,0.00022167669685301192,0.974392,6402,250000,[54],0.9997783233031446,0.025468189394001594,0.012836722797395709,8,3,"[3, 6, 2]",3,8,3,1
0.0007767798385753472,0.002237628279441753,0.01,0.1,25,0.00023042707188913167,0.972108,6973,250000,[56],0.9997695729281144,0.027083410485254724,0.014241215996576512,8,3,"[3, 6, 2]",3,8,3,1
0.0008483274752854595,0.002237628279441753,0.01,0.1,25,0.0002186062818371177,0.96978,7555,250000,[53],0.9997813937181653,0.029363360762234735,0.01535606013735074,8,3,"[3, 6, 2]",3,8,3,1
0.000926465221656747,0.002237628279441753,0.01,0.1,25,0.0002770231996593028,0.967428,8143,250000,[67],0.9997229768003515,0.03249440785257404,0.01696870464778774,8,3,"[3, 6, 2]",3,8,3,1
0.001011800079504272,0.002237628279441753,0.01,0.1,25,0.0003773225029335788,0.964692,8827,250000,[91],0.9996226774970671,0.03519879920223242,0.01824001857587707,8,3,"[3, 6, 2]",3,8,3,1
0.0011049949603657587,0.002237628279441753,0.01,0.1,25,0.00041575719779648687,0.9621,9475,250000,[100],0.9995842428022051,0.037567820392890555,0.020056127221702524,8,3,"[3, 6, 2]",3,8,3,1
0.0012067738352342851,0.002237628279441753,0.01,0.1,25,0.00037536128523704064,0.959076,10231,250000,[90],0.999624638714776,0.04063077378643611,0.02179180794848375,8,3,"[3, 6, 2]",3,8,3,1
0.001317927358622541,0.002237628279441753,0.01,0.1,25,0.0006145767572923504,0.956756,10811,250000,[147],0.9993854232427021,0.043902520600863755,0.024001939888540026,8,3,"[3, 6, 2]",3,8,3,1
0.0014393190106484026,0.002237628279441753,0.01,0.1,25,0.0006630242297588774,0.953208,11698,250000,[158],0.9993369757702397,0.049076382069810576,0.026407667581472248,8,3,"[3, 6, 2]",3,8,3,1
0.001571891804855704,0.002237628279441753,0.01,0.1,25,0.0008303687342988653,0.948976,12756,250000,[197],0.9991696312656899,0.05298764141558902,0.028949098818094453,8,3,"[3, 6, 2]",3,8,3,1
0.0017166756138789728,0.002237628279441753,0.01,0.1,25,0.000847486355469677,0.943968,14008,250000,[200],0.9991525136445224,0.0571883792670938,0.03137818231126479,8,3,"[3, 6, 2]",3,8,3,1
0.0018747951698604795,0.002237628279441753,0.01,0.1,25,0.0011442718347484304,0.940336,14916,250000,[269],0.9988557281652458,0.06284562113967773,0.03504704701298259,8,3,"[3, 6, 2]",3,8,3,1
0.0020474788017697024,0.002237628279441753,0.01,0.1,25,0.0014979285787653646,0.934624,16344,250000,[350],0.9985020714212347,0.06877204094908755,0.037743520388947856,8,3,"[3, 6, 2]",3,8,3,1
0.0022360679774997894,0.002237628279441753,0.01,0.1,25,0.0013479758828596037,0.9288,17800,250000,[313],0.9986520241171392,0.074229112833764,0.04105081826012059,8,3,"[3, 6, 2]",3,8,3,1
0.00244202772486745,0.002237628279441753,0.01,0.1,25,0.0017401618090756798,0.924052,18987,250000,[402],0.9982598381909251,0.08035911398925602,0.044633851774575455,8,3,"[3, 6, 2]",3,8,3,1
0.0026669580124702875,0.002237628279441753,0.01,0.1,25,0.002071485887729826,0.917216,20696,250000,[475],0.9979285141122735,0.08746903673725709,0.04968077312214353,8,3,"[3, 6, 2]",3,8,3,1
0.002912606178812128,0.002237628279441753,0.01,0.1,25,0.0024574660891621357,0.911508,22123,250000,[560],0.9975425339108454,0.09550766422236558,0.0548409887790343,8,3,"[3, 6, 2]",3,8,3,1
0.00318088050625023,0.002237628279441753,0.01,0.1,25,0.003068625627673424,0.903336,24166,250000,[693],0.996931374372333,0.10373991515892204,0.05927805379172312,8,3,"[3, 6, 2]",3,8,3,1
0.0034738650452115797,0.002237628279441753,0.01,0.1,25,0.003584277386468125,0.896136,25966,250000,[803],0.9964157226135343,0.11267486185132614,0.06436076666934483,8,3,"[3, 6, 2]",3,8,3,1
0.003793835803838121,0.002237628279441753,0.01,0.1,25,0.004293255448699198,0.888836,27791,250000,[954],0.9957067445513067,0.12223177279048103,0.07217979469778452,8,3,"[3, 6, 2]",3,8,3,1
0.004143278428827794,0.002237628279441753,0.01,0.1,25,0.004745701580793196,0.8805042747185706,28597,239314,[1000],0.9952542984192043,0.13353929678193976,0.07892101728859086,8,3,"[3, 6, 2]",3,8,3,1
0.004524907514822488,0.002237628279441753,0.01,0.1,25,0.0062468375384961364,0.8686788111633863,24200,184281,[1000],0.9937531624615094,0.14202809827524815,0.08593774401709135,8,3,"[3, 6, 2]",3,8,3,1
0.004941687692345045,0.002237628279441753,0.01,0.1,25,0.0072546302677684036,0.8608193342908886,22287,160130,[1000],0.9927453697322322,0.1573166573565578,0.09420137402697272,8,3,"[3, 6, 2]",3,8,3,1
0.005396856658103985,0.002237628279441753,0.01,0.1,25,0.00833472245374229,0.8501984126984127,21140,141120,[1000],0.9916652775462685,0.17013668944824137,0.10363393898983164,8,3,"[3, 6, 2]",3,8,3,1
0.005893950326573491,0.002237628279441753,0.01,0.1,25,0.010230283685766606,0.8394074710176042,18701,116450,[1000],0.9897697163142319,0.1821604313087602,0.11145894075642718,8,3,"[3, 6, 2]",3,8,3,1
0.006436830298235144,0.002237628279441753,0.01,0.1,25,0.01225084837124971,0.8264937274080374,17136,98763,[1000],0.9877491516287512,0.19830448258541905,0.12379482279147831,8,3,"[3, 6, 2]",3,8,3,1
0.007029713857864377,0.002237628279441753,0.01,0.1,25,0.014697668949704578,0.8171162299137703,15228,83266,[1000],0.9853023310503045,0.21720215173873425,0.13642376319115787,8,3,"[3, 6, 2]",3,8,3,1
0.00767720673589913,0.002237628279441753,0.01,0.1,25,0.016522371290727644,0.8029078945622903,14857,75381,[1000],0.9834776287092752,0.23660035688321987,0.1502544445178772,8,3,"[3, 6, 2]",3,8,3,1
0.008384338887392595,0.002237628279441753,0.01,0.1,25,0.019756989034871084,0.7869002829514008,13707,64322,[1000],0.9802430109651313,0.2569989133656031,0.16372616813197668,8,3,"[3, 6, 2]",3,8,3,1
0.009156603566493744,0.002237628279441753,0.01,0.1,25,0.023111768512526578,0.7751065888001146,12554,55822,[1000],0.9768882314874763,0.27528427475270406,0.18013312378663215,8,3,"[3, 6, 2]",3,8,3,1
0.010000000000000002,0.002237628279441753,0.01,0.1,25,0.027248698874628736,0.7603646534756034,11566,48265,[1000],0.972751301125374,0.29752854301207116,0.19812528951742553,8,3,"[3, 6, 2]",3,8,3,1
0.0004999999999999999,0.002510485099685927,0.01,0.1,25,9.385839624566415e-5,0.9802,4950,250000,[23],0.9999061416037519,0.018992042440318303,0.009442970822281167,8,3,"[3, 6, 2]",3,8,3,1
0.0005460539995742772,0.002510485099685927,0.01,0.1,25,8.174108511290487e-5,0.9787,5325,250000,[20],0.9999182589149006,0.019711862674977012,0.010033718197609074,8,3,"[3, 6, 2]",3,8,3,1
0.0005963499409021295,0.002510485099685927,0.01,0.1,25,0.00013096076088202073,0.977392,5652,250000,[32],0.9998690392391304,0.02179268911552376,0.010918853438538477,8,3,"[3, 6, 2]",3,8,3,1
0.0006512785407509825,0.002510485099685927,0.01,0.1,25,0.00011892703211439961,0.975388,6153,250000,[29],0.9998810729678893,0.023486038376522984,0.011531821182954885,8,3,"[3, 6, 2]",3,8,3,1
0.0007112665040279459,0.002510485099685927,0.01,0.1,25,0.00016837298311752846,0.974028,6493,250000,[41],0.999831627016885,0.025440747083246066,0.013079706127544588,8,3,"[3, 6, 2]",3,8,3,1
0.0007767798385753472,0.002510485099685927,0.01,0.1,25,0.00022625178944597106,0.972368,6908,250000,[55],0.9997737482105532,0.02712964638902144,0.01398647425666003,8,3,"[3, 6, 2]",3,8,3,1
0.0008483274752854595,0.002510485099685927,0.01,0.1,25,0.0002639197024305355,0.969992,7502,250000,[64],0.9997360802975503,0.029880658809557193,0.015332085213073922,8,3,"[3, 6, 2]",3,8,3,1
0.000926465221656747,0.002510485099685927,0.01,0.1,25,0.0002440870935846465,0.966868,8283,250000,[59],0.9997559129063994,0.031925764426995205,0.01683787238795782,8,3,"[3, 6, 2]",3,8,3,1
0.001011800079504272,0.002510485099685927,0.01,0.1,25,0.00035677985438403617,0.96418,8955,250000,[86],0.9996432201456281,0.03521749051007073,0.018556701030927835,8,3,"[3, 6, 2]",3,8,3,1
0.0011049949603657587,0.002510485099685927,0.01,0.1,25,0.00044935031433718746,0.961388,9653,250000,[108],0.9995506496856633,0.03727943348575185,0.020050177451767653,8,3,"[3, 6, 2]",3,8,3,1
0.0012067738352342851,0.002510485099685927,0.01,0.1,25,0.0004466223661802518,0.958304,10424,250000,[107],0.9995533776338109,0.041368918422546495,0.021897018065248606,8,3,"[3, 6, 2]",3,8,3,1
0.001317927358622541,0.002510485099685927,0.01,0.1,25,0.0004684467643712775,0.956352,10912,250000,[112],0.9995315532356177,0.04548534430837181,0.024154286287893997,8,3,"[3, 6, 2]",3,8,3,1
0.0014393190106484026,0.002510485099685927,0.01,0.1,25,0.0006430111413237625,0.951772,12057,250000,[153],0.999356988858666,0.04927650739883081,0.026535766969400236,8,3,"[3, 6, 2]",3,8,3,1
0.001571891804855704,0.002510485099685927,0.01,0.1,25,0.0008351505590869021,0.948332,12917,250000,[198],0.999164849440907,0.053310444021713914,0.02881269428849812,8,3,"[3, 6, 2]",3,8,3,1
0.0017166756138789728,0.002510485099685927,0.01,0.1,25,0.0009026838953564754,0.943852,14037,250000,[213],0.9990973161046448,0.05841170013942864,0.03219572560104762,8,3,"[3, 6, 2]",3,8,3,1
0.0018747951698604795,0.002510485099685927,0.01,0.1,25,0.0009867847405649343,0.940428,14893,250000,[232],0.9990132152594351,0.062490695725775924,0.035205246972655,8,3,"[3, 6, 2]",3,8,3,1
0.0020474788017697024,0.002510485099685927,0.01,0.1,25,0.0013701621501269541,0.934196,16451,250000,[320],0.9986298378498689,0.06858517912729234,0.03771371318224441,8,3,"[3, 6, 2]",3,8,3,1
0.0022360679774997894,0.002510485099685927,0.01,0.1,25,0.0014591000064561948,0.92934,17665,250000,[339],0.998540899993546,0.07320463985193794,0.04144016183528095,8,3,"[3, 6, 2]",3,8,3,1
0.00244202772486745,0.002510485099685927,0.01,0.1,25,0.00166126610973874,0.924596,18851,250000,[384],0.9983387338902505,0.08068388788184244,0.04528680634569044,8,3,"[3, 6, 2]",3,8,3,1
0.0026669580124702875,0.002510485099685927,0.01,0.1,25,0.0020717659733156544,0.917092,20727,250000,[475],0.9979282340266824,0.08724969795832915,0.05000152656440139,8,3,"[3, 6, 2]",3,8,3,1
0.002912606178812128,0.002510485099685927,0.01,0.1,25,0.002517873385682836,0.910292,22427,250000,[573],0.9974821266143212,0.09473883105640828,0.05356962381301824,8,3,"[3, 6, 2]",3,8,3,1
0.00318088050625023,0.002510485099685927,0.01,0.1,25,0.00300132802124834,0.9036,24100,250000,[678],0.9969986719787449,0.10411243913235946,0.05936697653829128,8,3,"[3, 6, 2]",3,8,3,1
0.0034738650452115797,0.002510485099685927,0.01,0.1,25,0.0038112069119405918,0.896304,25924,250000,[854],0.9961887930880549,0.11241275281600885,0.06497349113693568,8,3,"[3, 6, 2]",3,8,3,1
0.003793835803838121,0.002510485099685927,0.01,0.1,25,0.0042795235373794555,0.888884,27779,250000,[951],0.9957204764626288,0.12180666993668465,0.07122189172040447,8,3,"[3, 6, 2]",3,8,3,1
0.004143278428827794,0.002510485099685927,0.01,0.1,25,0.005020811262683824,0.8783184279691661,27593,226764,[1000],0.9949791887373155,0.13324731010036603,0.07839494705554524,8,3,"[3, 6, 2]",3,8,3,1
0.004524907514822488,0.002510485099685927,0.01,0.1,25,0.005954082118700581,0.869753447641932,25151,193103,[1000],0.9940459178812875,0.14434481280365818,0.08430980280080023,8,3,"[3, 6, 2]",3,8,3,1
0.004941687692345045,0.002510485099685927,0.01,0.1,25,0.006860404489448698,0.8609805079740106,23536,169300,[1000],0.9931395955105509,0.15691803188716005,0.09353475480914354,8,3,"[3, 6, 2]",3,8,3,1
0.005396856658103985,0.002510485099685927,0.01,0.1,25,0.008268084367532886,0.8487925722667078,21546,142493,[1000],0.9917319156324672,0.1697355039810826,0.10245810148246753,8,3,"[3, 6, 2]",3,8,3,1
0.005893950326573491,0.002510485099685927,0.01,0.1,25,0.010059248976471417,0.8373991273143858,19303,118714,[1000],0.9899407510235376,0.18368188631036808,0.11270382553238575,8,3,"[3, 6, 2]",3,8,3,1
0.006436830298235144,0.002510485099685927,0.01,0.1,25,0.01118255521386637,0.8285309268798873,18507,107932,[1000],0.988817444786133,0.19946323734973442,0.12115180318702824,8,3,"[3, 6, 2]",3,8,3,1
0.007029713857864377,0.002510485099685927,0.01,0.1,25,0.01400187625141769,0.8120040020920026,16535,87954,[1000],0.9859981237485846,0.21533485487055265,0.13342387879975917,8,3,"[3, 6, 2]",3,8,3,1
0.00767720673589913,0.002510485099685927,0.01,0.1,25,0.015932954129025064,0.7982575516693163,15862,78625,[1000],0.9840670458709734,0.2324140018800886,0.14835173589535236,8,3,"[3, 6, 2]",3,8,3,1
0.008384338887392595,0.002510485099685927,0.01,0.1,25,0.019990804230054175,0.7884218323955428,13424,63447,[1000],0.9800091957699455,0.25486276312896067,0.16326489814685244,8,3,"[3, 6, 2]",3,8,3,1
0.009156603566493744,0.002510485099685927,0.01,0.1,25,0.022514409221902017,0.7711244986892134,13183,57599,[1000],0.9774855907781027,0.2746082492795389,0.17878692363112392,8,3,"[3, 6, 2]",3,8,3,1
0.010000000000000002,0.002510485099685927,0.01,0.1,25,0.028488405219075835,0.7598164422702282,11096,46198,[1000],0.9715115947809205,0.2945985983704632,0.19810836989345337,8,3,"[3, 6, 2]",3,8,3,1
0.0004999999999999999,0.002816614132762667,0.01,0.1,25,0.00011432351103834328,0.979676,5081,250000,[28],0.9998856764889659,0.01870414300238038,0.009284702289328308,8,3,"[3, 6, 2]",3,8,3,1
0.0005460539995742772,0.002816614132762667,0.01,0.1,25,0.00013077985663258217,0.978744,5314,250000,[32],0.9998692201433534,0.019972536230107158,0.009759446801206445,8,3,"[3, 6, 2]",3,8,3,1
0.0005963499409021295,0.002816614132762667,0.01,0.1,25,0.00015150894721755866,0.97684,5790,250000,[37],0.9998484910527932,0.02172720199828017,0.010843126817083657,8,3,"[3, 6, 2]",3,8,3,1
0.0006512785407509825,0.002816614132762667,0.01,0.1,25,0.0001763523766558668,0.97532,6170,250000,[43],0.9998236476233336,0.024229996308903743,0.012053479883525406,8,3,"[3, 6, 2]",3,8,3,1
0.0007112665040279459,0.002816614132762667,0.01,0.1,25,0.00020143056811641866,0.97304,6740,250000,[49],0.9997985694318836,0.02575022609553564,0.01319164679766505,8,3,"[3, 6, 2]",3,8,3,1
0.0007767798385753472,0.002816614132762667,0.01,0.1,25,0.00015649838971393742,0.971256,7186,250000,[38],0.9998435016102881,0.027852594990404177,0.01407249993822432,8,3,"[3, 6, 2]",3,8,3,1
0.0008483274752854595,0.002816614132762667,0.01,0.1,25,0.00027662517289073305,0.96882,7795,250000,[67],0.9997233748271074,0.02971449804917322,0.01509052249127805,8,3,"[3, 6, 2]",3,8,3,1
0.000926465221656747,0.002816614132762667,0.01,0.1,25,0.0002812357831175814,0.96716,8210,250000,[68],0.9997187642168927,0.03227180611274246,0.01670457835311634,8,3,"[3, 6, 2]",3,8,3,1
0.001011800079504272,0.002816614132762667,0.01,0.1,25,0.0003776795534250555,0.96378,9055,250000,[91],0.9996223204465677,0.03494988482848783,0.018348585776837036,8,3,"[3, 6, 2]",3,8,3,1
0.0011049949603657587,0.002816614132762667,0.01,0.1,25,0.0003790782150831473,0.960224,9944,250000,[91],0.9996209217849138,0.03857849835038491,0.020049488452694372,8,3,"[3, 6, 2]",3,8,3,1
0.0012067738352342851,0.002816614132762667,0.01,0.1,25,0.00043822855497264204,0.958404,10399,250000,[105],0.9995617714450107,0.042036552435090004,0.022508253304451983,8,3,"[3, 6, 2]",3,8,3,1
0.001317927358622541,0.002816614132762667,0.01,0.1,25,0.0005402281521684507,0.955152,11212,250000,[129],0.9994597718478252,0.044935256378042444,0.024322830292979547,8,3,"[3, 6, 2]",3,8,3,1
0.0014393190106484026,0.002816614132762667,0.01,0.1,25,0.0006768175283128326,0.951512,12122,250000,[161],0.9993231824716824,0.049277360663869715,0.02646734880905338,8,3,"[3, 6, 2]",3,8,3,1
0.001571891804855704,0.002816614132762667,0.01,0.1,25,0.0008022496769889458,0.947336,13166,250000,[190],0.9991977503230105,0.05259802224342788,0.02915544220846669,8,3,"[3, 6, 2]",3,8,3,1
0.0017166756138789728,0.002816614132762667,0.01,0.1,25,0.0009156228142684556,0.94362,14095,250000,[216],0.9990843771857367,0.057018715160763865,0.0317627858671923,8,3,"[3, 6, 2]",3,8,3,1
0.0018747951698604795,0.002816614132762667,0.01,0.1,25,0.0010661935610438461,0.937916,15521,250000,[250],0.9989338064389518,0.06255997338780872,0.03432716789136767,8,3,"[3, 6, 2]",3,8,3,1
0.0020474788017697024,0.002816614132762667,0.01,0.1,25,0.0012719703977798335,0.933984,16504,250000,[297],0.9987280296022218,0.06895621338267037,0.03844177202179052,8,3,"[3, 6, 2]",3,8,3,1
0.0022360679774997894,0.002816614132762667,0.01,0.1,25,0.0015811059987247756,0.928464,17884,250000,[367],0.9984188940012753,0.07370883523755364,0.04077702528046322,8,3,"[3, 6, 2]",3,8,3,1
0.00244202772486745,0.002816614132762667,0.01,0.1,25,0.0018394474716273905,0.922016,19496,250000,[424],0.9981605525283768,0.07996824350119737,0.045478603408183806,8,3,"[3, 6, 2]",3,8,3,1
0.0026669580124702875,0.002816614132762667,0.01,0.1,25,0.0022621964267777674,0.915924,21019,250000,[518],0.9977378035732242,0.08916023600211372,0.051117778330953226,8,3,"[3, 6, 2]",3,8,3,1
0.002912606178812128,0.002816614132762667,0.01,0.1,25,0.0024727362165818264,0.910732,22317,250000,[563],0.9975272637834303,0.09570762858887137,0.054531958907779676,8,3,"[3, 6, 2]",3,8,3,1
0.00318088050625023,0.002816614132762667,0.01,0.1,25,0.003046849743364909,0.903228,24193,250000,[688],0.996953150256637,0.10540860115054006,0.06025942508425337,8,3,"[3, 6, 2]",3,8,3,1
0.0034738650452115797,0.002816614132762667,0.01,0.1,25,0.003632123519004986,0.895344,26164,250000,[813],0.9963678764809933,0.11204631962686967,0.06580264121946425,8,3,"[3, 6, 2]",3,8,3,1
0.003793835803838121,0.002816614132762667,0.01,0.1,25,0.004439636716021004,0.88746,28135,250000,[985],0.9955603632839967,0.12252045162598878,0.07106573817411489,8,3,"[3, 6, 2]",3,8,3,1
0.004143278428827794,0.002816614132762667,0.01,0.1,25,0.005056915584908141,0.879658543963132,27053,224802,[1000],0.9949430844150803,0.13314858735063134,0.0787007772479254,8,3,"[3, 6, 2]",3,8,3,1
0.004524907514822488,0.002816614132762667,0.01,0.1,25,0.006064649160046091,0.8697830949065283,24686,189576,[1000],0.9939353508399567,0.14479956334526048,0.08526896719024804,8,3,"[3, 6, 2]",3,8,3,1
0.004941687692345045,0.002816614132762667,0.01,0.1,25,0.007395355716609969,0.8611532141992841,21802,157022,[1000],0.9926046442833898,0.15503623724301138,0.0930187842035202,8,3,"[3, 6, 2]",3,8,3,1
0.005396856658103985,0.002816614132762667,0.01,0.1,25,0.008784335772450566,0.8507192766132347,19976,133815,[1000],0.9912156642275399,0.17006474055464296,0.10368151512223403,8,3,"[3, 6, 2]",3,8,3,1
0.005893950326573491,0.002816614132762667,0.01,0.1,25,0.009877030964492073,0.8380792344751089,19561,120806,[1000],0.9901229690355123,0.18158921428218677,0.11138327818657712,8,3,"[3, 6, 2]",3,8,3,1
0.006436830298235144,0.002816614132762667,0.01,0.1,25,0.012020675561966582,0.8271356983773465,17386,100576,[1000],0.9879793244380353,0.19903834595504266,0.12583243178266618,8,3,"[3, 6, 2]",3,8,3,1
0.007029713857864377,0.002816614132762667,0.01,0.1,25,0.014217672567000782,0.8125108300121296,16230,86565,[1000],0.9857823274330035,0.21700433639013295,0.1346413592094974,8,3,"[3, 6, 2]",3,8,3,1
0.00767720673589913,0.002816614132762667,0.01,0.1,25,0.01789068789694964,0.8017068273092369,13825,69720,[1000],0.9821093121030461,0.23615708023973522,0.14904732086948744,8,3,"[3, 6, 2]",3,8,3,1
0.008384338887392595,0.002816614132762667,0.01,0.1,25,0.02004851741213737,0.7867101984164537,13523,63402,[1000],0.9799514825878647,0.25092724393031135,0.1654403656849576,8,3,"[3, 6, 2]",3,8,3,1
0.009156603566493744,0.002816614132762667,0.01,0.1,25,0.023715227547608318,0.774416896235078,12283,54450,[1000],0.9762847724523851,0.27654326843266064,0.17689188227761046,8,3,"[3, 6, 2]",3,8,3,1
0.010000000000000002,0.002816614132762667,0.01,0.1,25,0.027138514980460268,0.7612908557497624,11554,48402,[1000],0.9728614850195386,0.2990664350846722,0.19547872340425532,8,3,"[3, 6, 2]",3,8,3,1
0.0004999999999999999,0.0031600725986666452,0.01,0.1,25,0.00011036219236538878,0.978596,5351,250000,[27],0.999889637807635,0.01928477124370016,0.009196849363782398,8,3,"[3, 6, 2]",3,8,3,1
0.0005460539995742772,0.0031600725986666452,0.01,0.1,25,0.00013094950668865528,0.977476,5631,250000,[32],0.9998690504933204,0.020947828898100825,0.00969026349496049,8,3,"[3, 6, 2]",3,8,3,1
0.0005963499409021295,0.0031600725986666452,0.01,0.1,25,0.00018021338903565358,0.97662,5845,250000,[44],0.9998197866109625,0.021760766726055168,0.011128176772951609,8,3,"[3, 6, 2]",3,8,3,1
0.0006512785407509825,0.0031600725986666452,0.01,0.1,25,0.00016004202128969247,0.974744,6314,250000,[39],0.9998399579786919,0.02391191943730867,0.0119580115394401,8,3,"[3, 6, 2]",3,8,3,1
0.0007112665040279459,0.0031600725986666452,0.01,0.1,25,0.0002097453444758834,0.972608,6848,250000,[51],0.9997902546555387,0.026440251365401065,0.013250970586299928,8,3,"[3, 6, 2]",3,8,3,1
0.0007767798385753472,0.0031600725986666452,0.01,0.1,25,0.0002514136867962478,0.970512,7372,250000,[61],0.9997485863131946,0.027721450121173153,0.0137123497700183,8,3,"[3, 6, 2]",3,8,3,1
0.0008483274752854595,0.0031600725986666452,0.01,0.1,25,0.0002518579686209744,0.9688,7800,250000,[61],0.9997481420313887,0.029834847233691165,0.015499587118084229,8,3,"[3, 6, 2]",3,8,3,1
0.000926465221656747,0.0031600725986666452,0.01,0.1,25,0.00031049086535874117,0.966212,8447,250000,[75],0.9996895091346494,0.03289547221520743,0.017221893331898174,8,3,"[3, 6, 2]",3,8,3,1
0.001011800079504272,0.0031600725986666452,0.01,0.1,25,0.0002864722806930138,0.963444,9139,250000,[69],0.9997135277192971,0.03570524078202781,0.018496145079527196,8,3,"[3, 6, 2]",3,8,3,1
0.0011049949603657587,0.0031600725986666452,0.01,0.1,25,0.0004373778986699546,0.960268,9933,250000,[105],0.999562622101333,0.03883499189809512,0.020181865895770763,8,3,"[3, 6, 2]",3,8,3,1
0.0012067738352342851,0.0031600725986666452,0.01,0.1,25,0.00048443947012344855,0.957808,10548,250000,[116],0.9995155605298747,0.041340226851310495,0.021996057665001754,8,3,"[3, 6, 2]",3,8,3,1
0.001317927358622541,0.0031600725986666452,0.01,0.1,25,0.0005951308240047275,0.954412,11397,250000,[142],0.9994048691759939,0.04592985000188598,0.024199192801431665,8,3,"[3, 6, 2]",3,8,3,1
0.0014393190106484026,0.0031600725986666452,0.01,0.1,25,0.0006644741822341472,0.951128,12218,250000,[158],0.9993355258177704,0.04933931079728491,0.026356074051021524,8,3,"[3, 6, 2]",3,8,3,1
0.001571891804855704,0.0031600725986666452,0.01,0.1,25,0.0007855890862247376,0.94706,13235,250000,[186],0.9992144109137602,0.05356788376660402,0.028635989272063015,8,3,"[3, 6, 2]",3,8,3,1
0.0017166756138789728,0.0031600725986666452,0.01,0.1,25,0.0009718750397874607,0.942508,14373,250000,[229],0.9990281249602179,0.05835918634112389,0.03188514049748119,8,3,"[3, 6, 2]",3,8,3,1
0.0018747951698604795,0.0031600725986666452,0.01,0.1,25,0.0012319943387941801,0.938316,15421,250000,[289],0.9987680056611976,0.06295107405181197,0.03469620042714821,8,3,"[3, 6, 2]",3,8,3,1
0.0020474788017697024,0.0031600725986666452,0.01,0.1,25,0.0013750267723281217,0.9338,16550,250000,[321],0.9986249732276761,0.0698864853287642,0.03811094452773613,8,3,"[3, 6, 2]",3,8,3,1
0.0022360679774997894,0.0031600725986666452,0.01,0.1,25,0.0015248827261801687,0.928596,17851,250000,[354],0.9984751172738223,0.07424541996734856,0.04136567463137898,8,3,"[3, 6, 2]",3,8,3,1
0.00244202772486745,0.0031600725986666452,0.01,0.1,25,0.0019639636514983353,0.922624,19344,250000,[453],0.9980360363484955,0.08120751248612652,0.045136480299667034,8,3,"[3, 6, 2]",3,8,3,1
0.0026669580124702875,0.0031600725986666452,0.01,0.1,25,0.0023000445169906515,0.916504,20874,250000,[527],0.9976999554830196,0.08795160741251538,0.049492419018356715,8,3,"[3, 6, 2]",3,8,3,1
0.002912606178812128,0.0031600725986666452,0.01,0.1,25,0.002610392349880467,0.910208,22448,250000,[594],0.9973896076501294,0.0961626353536774,0.05422936295879623,8,3,"[3, 6, 2]",3,8,3,1
